user_id,age,gender,device,city_level,register_source,interests,consumption_level,register_time,read_days,total_read_time,read_chapters,collect_count,comment_count,share_count,incentive_click_rate,has_paid,first_pay_amount,first_pay_time,day_1_retention,day_3_retention,day_7_retention,incentive_strategy,incentive_value,incentive_effect,actual_day_7_retention,actual_has_paid,optimized_strategy,recommended_incentive,ltv_pred,user_segment,subsidy_strategy,budget_allocation,final_strategy
4729,42,男,iOS,二线,自然搜索,"科幻,悬疑",中,2026-01-29 14:18:49.395971,5,275,45,7,9,4,0.6622338737828408,0,0,,1,0,0,金币,122,0.52,0,0,金币,会员,54.185714285714276,高价值用户,高价值补贴策略,7.698035593439442,会员
4730,49,女,iOS,二线,自然搜索,"职场,军事,玄幻",高,2026-01-31 14:18:49.395984,4,112,32,10,0,4,0.33756564651382737,0,0,,0,0,0,金币,764,0.728,0,0,金币,会员,82.27857142857155,高价值用户,高价值补贴策略,11.68912101250054,会员
4731,21,女,Android,二线,自然搜索,"职场,科幻",低,2026-02-02 14:18:49.395996,6,168,6,11,4,2,0.1250484594616508,0,0,,1,0,0,金币,731,0.46799999999999997,0,0,金币,会员,79.66428571428555,高价值用户,高价值补贴策略,11.317715656950956,会员
4732,35,女,iOS,三线,社交分享,历史,中,2026-02-01 14:18:49.396010,2,172,20,15,7,0,0.3988236691006999,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,27.857142857142826,中价值用户,中价值补贴策略,3.9575980509377535,会员
4733,37,女,iOS,二线,广告投放,"玄幻,历史,悬疑",低,2026-01-29 14:18:49.396023,5,560,20,17,9,1,0.5598959590299353,0,0,,0,0,0,内容解锁,2,0.312,0,0,金币,会员,36.728571428571456,中价值用户,中价值补贴策略,5.2179408148517865,会员
4734,42,女,Android,四线及以下,应用商店,职场,中,2026-02-04 14:18:49.396036,7,399,70,4,3,1,0.37988937348182295,0,0,,1,1,0,会员,5,0.52,0,0,金币,会员,78.25714285714287,高价值用户,高价值补贴策略,11.117806216942071,会员
4735,32,女,iOS,二线,应用商店,"悬疑,玄幻",高,2026-02-04 14:18:49.396055,4,372,8,3,5,5,0.21711921218315844,0,0,,1,0,0,会员,4,0.728,0,0,金币,会员,59.71428571428582,高价值用户,高价值补贴策略,8.483466591240953,会员
4736,37,男,iOS,四线及以下,自然搜索,历史,中,2026-02-01 14:18:49.396068,4,384,16,2,10,5,0.4954810969730956,0,0,,0,0,0,会员,4,0.52,0,0,金币,会员,61.54285714285702,高价值用户,高价值补贴策略,8.743247386379398,会员
4737,46,女,Android,四线及以下,自然搜索,"军事,科幻,职场",中,2026-01-30 14:18:49.396081,1,94,5,18,2,0,0.7515723278710563,0,0,,0,0,0,金币,922,0.4,0,0,金币,金币,27.05714285714287,中价值用户,中价值补贴策略,3.843943953064676,金币
4738,36,男,iOS,一线,应用商店,"历史,玄幻",中,2026-01-30 14:18:49.396094,0,0,0,18,1,0,0.20980400408435662,0,0,,1,1,0,金币,938,0.27999999999999997,0,0,金币,金币,15.0,低价值用户,低价值补贴策略,2.131014335120331,金币
4739,29,女,iOS,三线,广告投放,历史,低,2026-02-04 14:18:49.396107,3,159,27,10,4,4,0.10711611421957798,0,0,,1,1,0,无,0,1.0,0,0,金币,会员,23.092857142857138,中价值用户,中价值补贴策略,3.2807473073543,会员
4740,33,男,iOS,四线及以下,应用商店,"悬疑,军事",低,2026-01-31 14:18:49.396120,6,666,12,3,10,0,0.5230133224395395,1,37,2026-02-07 09:18:49.396120,0,0,0,无,0,1.0,0,1,金币,会员,48.99999999999997,中价值用户,中价值补贴策略,6.961313494726411,会员
4741,40,女,iOS,一线,应用商店,"言情,职场",高,2026-02-01 14:18:49.396135,2,76,16,12,5,1,0.21788312191800047,0,0,,1,1,1,金币,965,0.5599999999999999,1,0,金币,金币,223.37142857142825,高价值用户,高价值补贴策略,31.733847756134715,金币
4742,33,男,iOS,四线及以下,社交分享,"悬疑,军事,职场",高,2026-01-31 14:18:49.396155,4,316,12,11,4,4,0.7247805413472207,0,0,,0,0,0,内容解锁,3,0.728,0,0,金币,会员,76.39285714285728,高价值用户,高价值补贴策略,10.852951578148565,会员
4743,49,男,iOS,一线,自然搜索,言情,中,2026-02-03 14:18:49.396172,1,41,8,2,4,0,0.5457584263487483,1,49,2026-02-06 16:18:49.396172,1,1,0,金币,230,0.4,0,1,金币,金币,165.7857142857142,高价值用户,高价值补贴策略,23.552782246734694,金币
4744,20,男,iOS,一线,社交分享,"言情,历史,科幻",高,2026-02-01 14:18:49.396191,1,99,9,20,8,4,0.47754295369542377,0,0,,1,0,0,金币,615,0.84,0,0,金币,会员,34.121428571428545,中价值用户,中价值补贴策略,4.847550228033245,会员
4745,31,女,iOS,四线及以下,自然搜索,"历史,职场",中,2026-01-30 14:18:49.396204,0,0,0,0,8,4,0.7747883599403429,0,0,,1,1,0,金币,679,0.27999999999999997,0,0,金币,会员,18.05,低价值用户,低价值补贴策略,2.5643205832614653,会员
4746,40,男,iOS,三线,应用商店,"都市,言情,军事",中,2026-01-31 14:18:49.396217,5,590,30,9,4,5,0.645571976209597,0,0,,0,0,0,内容解锁,2,0.52,0,0,金币,会员,51.03571428571431,高价值用户,高价值补贴策略,7.250522583064178,会员
4747,28,男,iOS,四线及以下,应用商店,玄幻,高,2026-02-02 14:18:49.396229,0,0,0,18,6,5,0.45427859799652204,0,0,,0,0,0,会员,6,0.588,0,0,金币,金币,21.95,中价值用户,中价值补贴策略,3.118384310392751,金币
4748,40,女,iOS,四线及以下,广告投放,"军事,言情",低,2026-02-04 14:18:49.396242,6,492,12,15,3,0,0.22778162986129247,0,0,,0,0,0,金币,317,0.312,0,0,金币,会员,35.71428571428576,中价值用户,中价值补贴策略,5.073843655048414,会员
4749,49,男,iOS,四线及以下,社交分享,"历史,都市",中,2026-01-30 14:18:49.396255,5,265,40,16,2,5,0.6902274172526103,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,50.89285714285715,高价值用户,高价值补贴策略,7.230227208443981,会员
4750,18,男,Android,四线及以下,自然搜索,"科幻,言情",中,2026-01-31 14:18:49.396268,4,60,16,16,6,4,0.4743689891524757,0,0,,1,0,0,金币,454,0.78,0,0,金币,金币,52.59285714285716,高价值用户,高价值补贴策略,7.471742166424288,金币
4751,37,女,iOS,一线,自然搜索,玄幻,中,2026-01-30 14:18:49.396281,5,170,15,15,7,2,0.3195754131698284,0,0,,1,1,0,内容解锁,1,0.52,0,0,金币,会员,47.12857142857147,中价值用户,中价值补贴策略,6.695444087201885,会员
4752,33,男,Android,二线,社交分享,"玄幻,军事,言情",中,2026-02-04 14:18:49.396295,1,78,10,15,4,5,0.48994299925249307,0,0,,0,0,0,内容解锁,2,0.4,0,0,金币,会员,32.985714285714295,中价值用户,中价值补贴策略,4.6862019998027105,会员
4753,46,女,Android,二线,广告投放,职场,中,2026-02-03 14:18:49.396309,3,48,6,17,4,5,0.7348601394883081,0,0,,1,0,0,内容解锁,5,0.52,0,0,金币,金币,52.871428571428616,高价值用户,高价值补贴策略,7.511318146933669,金币
4754,47,男,Android,一线,社交分享,"历史,玄幻",低,2026-02-03 14:18:49.396322,3,159,15,1,0,5,0.15918965050124959,0,0,,1,1,0,无,0,1.0,0,0,金币,会员,25.771428571428547,中价值用户,中价值补贴策略,3.6612855814829275,会员
4755,42,男,iOS,二线,自然搜索,军事,高,2026-02-04 14:18:49.396336,2,80,16,20,0,5,0.49754247875790636,1,81,2026-02-10 04:18:49.396336,0,0,0,金币,841,0.5599999999999999,0,1,金币,会员,267.0857142857142,高价值用户,高价值补贴策略,37.94423238991399,会员
4756,28,女,iOS,四线及以下,自然搜索,"军事,科幻,玄幻",中,2026-01-31 14:18:49.396350,1,103,3,3,5,4,0.6446103862459452,0,0,,1,1,0,会员,7,0.6,0,0,金币,会员,22.864285714285693,中价值用户,中价值补贴策略,3.248274707961987,会员
4757,42,女,iOS,四线及以下,社交分享,"悬疑,玄幻,科幻",低,2026-01-29 14:18:49.396363,4,268,8,6,4,4,0.5321847906026294,0,0,,0,0,0,金币,720,0.312,0,0,金币,会员,30.028571428571485,中价值用户,中价值补贴策略,4.266087745164709,会员
4758,46,女,Android,四线及以下,社交分享,"军事,职场,玄幻",中,2026-01-29 14:18:49.396375,4,236,20,16,8,2,0.5318411509209293,0,0,,1,0,0,金币,716,0.52,0,0,金币,会员,46.807142857142864,中价值用户,中价值补贴策略,6.649779494306444,会员
4759,44,女,iOS,二线,自然搜索,玄幻,高,2026-02-04 14:18:49.396391,0,0,0,1,7,4,0.7030915084199447,0,0,,1,1,1,会员,6,0.39199999999999996,0,0,金币,金币,25.45,中价值用户,中价值补贴策略,3.6156209885874953,金币
4760,45,男,iOS,一线,自然搜索,"都市,军事,言情",中,2026-02-01 14:18:49.396407,4,264,32,13,7,3,0.46414477996026804,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,40.77857142857149,中价值用户,中价值补贴策略,5.7933146853342805,会员
4761,29,男,Android,一线,自然搜索,"言情,历史",高,2026-02-02 14:18:49.396420,1,22,8,14,7,3,0.4009695501733803,0,0,,0,0,0,内容解锁,1,0.84,0,0,金币,金币,39.821428571428534,中价值用户,中价值补贴策略,5.657335675378969,金币
4762,41,男,iOS,一线,社交分享,玄幻,低,2026-02-04 14:18:49.396434,4,360,12,10,1,2,0.19349182585426306,0,0,,1,0,0,金币,264,0.312,0,0,金币,会员,27.142857142857178,中价值用户,中价值补贴策略,3.8561211778367945,会员
4763,27,男,iOS,一线,应用商店,"历史,悬疑",低,2026-01-30 14:18:49.396452,5,315,5,9,7,4,0.6229906596877837,0,0,,1,1,0,无,0,1.0,0,0,金币,会员,31.428571428571445,中价值用户,中价值补贴策略,4.4649824164426,会员
4764,26,男,Android,四线及以下,广告投放,"言情,科幻,历史",中,2026-02-02 14:18:49.396470,1,83,6,4,0,1,0.3019974821345889,0,0,,1,0,0,内容解锁,3,0.6,0,0,金币,内容解锁,30.39285714285718,中价值用户,中价值补贴策略,4.3178409504462,内容解锁
4765,30,女,iOS,一线,社交分享,职场,高,2026-01-31 14:18:49.396486,2,72,6,14,5,2,0.14481077977777926,0,0,,0,0,0,金币,848,0.5599999999999999,0,0,金币,会员,37.14285714285722,中价值用户,中价值补贴策略,5.276797401250354,会员
4766,33,男,Android,四线及以下,广告投放,军事,低,2026-01-30 14:18:49.396499,2,186,20,17,0,4,0.3012276463857305,0,0,,0,0,0,金币,631,0.24,0,0,金币,会员,20.81428571428576,中价值用户,中价值补贴策略,2.9570360821622184,会员
4767,25,女,Android,二线,广告投放,"都市,职场,言情",高,2026-02-02 14:18:49.396511,0,0,0,5,8,2,0.27165110655538927,0,0,,0,0,0,无,0,1.0,0,0,金币,金币,24.014285714285716,中价值用户,中价值补贴策略,3.41165247365455,金币
4768,23,女,iOS,三线,应用商店,"都市,职场,悬疑",低,2026-02-02 14:18:49.396524,1,24,2,18,8,5,0.16438810451535424,0,0,,1,0,0,会员,1,0.36,0,0,金币,金币,14.285714285714272,低价值用户,低价值补贴策略,2.0295374620193614,金币
4769,37,女,Android,四线及以下,广告投放,"悬疑,言情,军事",低,2026-02-01 14:18:49.396538,7,616,49,1,9,5,0.765227846073056,0,0,,0,0,0,会员,6,0.312,0,0,金币,会员,61.48571428571429,高价值用户,高价值补贴策略,8.735129236531339,会员
4770,25,女,iOS,一线,广告投放,"科幻,悬疑,职场",低,2026-01-29 14:18:49.396551,0,0,0,10,8,3,0.10702199390636521,0,0,,0,0,0,内容解锁,5,0.252,0,0,金币,金币,16.0,低价值用户,低价值补贴策略,2.2730819574616867,金币
4771,21,男,iOS,三线,自然搜索,"悬疑,言情,都市",低,2026-02-04 14:18:49.396563,2,22,4,9,9,5,0.7101736815434855,0,0,,0,0,0,内容解锁,5,0.36,0,0,金币,金币,23.14285714285716,中价值用户,中价值补贴策略,3.2878506884713707,金币
4772,23,男,iOS,四线及以下,自然搜索,"职场,历史",高,2026-02-01 14:18:49.396576,6,198,60,2,9,0,0.1014934653460121,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,118.7928571428571,高价值用户,高价值补贴策略,16.87661876542201,会员
4773,22,女,Android,四线及以下,社交分享,言情,低,2026-01-29 14:18:49.396589,6,60,48,9,0,3,0.5649490200782338,0,0,,1,1,0,内容解锁,2,0.46799999999999997,0,0,金币,金币,73.5285714285713,高价值用户,高价值补贴策略,10.446029317013643,金币
4774,21,女,iOS,三线,广告投放,"科幻,历史",中,2026-01-30 14:18:49.396602,2,236,18,19,3,1,0.35875288029559504,0,0,,1,0,0,金币,152,0.6,0,0,金币,会员,33.37857142857138,中价值用户,中价值补贴策略,4.7420142800082346,会员
4775,26,女,iOS,三线,自然搜索,"军事,玄幻,都市",中,2026-01-30 14:18:49.396616,5,155,45,9,7,3,0.6478582683820363,0,0,,1,0,0,会员,5,0.78,0,0,金币,会员,64.67857142857139,高价值用户,高价值补贴策略,9.18873085929266,会员
4776,34,女,iOS,四线及以下,广告投放,"玄幻,历史",低,2026-02-04 14:18:49.396629,1,61,4,19,5,2,0.6989047645962837,0,0,,1,1,0,内容解锁,5,0.24,0,0,金币,会员,14.28571428571427,低价值用户,低价值补贴策略,2.029537462019361,会员
4777,40,男,Android,四线及以下,应用商店,军事,高,2026-01-29 14:18:49.396642,1,83,7,11,5,4,0.7674174601069272,0,0,,0,0,0,会员,7,0.5599999999999999,0,0,金币,会员,32.58571428571426,中价值用户,中价值补贴策略,4.629374950866164,会员
4778,36,女,iOS,四线及以下,社交分享,职场,中,2026-02-01 14:18:49.396655,4,472,28,3,1,5,0.564254123850088,0,0,,1,1,0,会员,7,0.52,0,0,金币,会员,44.2357142857143,中价值用户,中价值补贴策略,6.28446275114296,会员
4779,43,女,iOS,三线,广告投放,"言情,悬疑",高,2026-02-04 14:18:49.396668,4,288,24,5,10,0,0.5075589623370957,0,0,,1,0,0,内容解锁,5,0.728,0,0,金币,会员,74.61428571428588,高价值用户,高价值补贴策略,10.600274164127157,会员
4780,43,女,Android,二线,社交分享,"职场,玄幻",高,2026-02-02 14:18:49.396681,1,99,1,5,2,0,0.5268274333370225,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,42.79999999999996,中价值用户,中价值补贴策略,6.080494236210007,会员
4781,36,女,Android,四线及以下,社交分享,"悬疑,言情",低,2026-01-31 14:18:49.396694,0,0,0,17,10,4,0.782029331326176,0,0,,0,0,0,金币,631,0.16799999999999998,0,0,金币,金币,10.0,低价值用户,低价值补贴策略,1.4206762234135542,金币
4782,31,男,Android,二线,自然搜索,都市,高,2026-02-03 14:18:49.396707,0,0,0,10,1,3,0.4143960902472179,0,0,,1,0,0,内容解锁,3,0.39199999999999996,0,0,金币,金币,20.0,中价值用户,中价值补贴策略,2.8413524468271083,金币
4783,37,女,Android,二线,自然搜索,言情,低,2026-01-29 14:18:49.396720,0,0,0,4,1,5,0.5137868767021447,0,0,,1,0,0,金币,274,0.16799999999999998,0,0,金币,会员,10.0,低价值用户,低价值补贴策略,1.4206762234135542,会员
4784,43,女,Android,四线及以下,广告投放,都市,低,2026-01-29 14:18:49.396733,0,0,0,18,10,2,0.6281013954531277,1,19,2026-02-02 06:18:49.396733,0,0,0,金币,838,0.16799999999999998,0,0,金币,金币,10.0,低价值用户,低价值补贴策略,1.4206762234135542,金币
4785,37,女,iOS,一线,自然搜索,"玄幻,都市",低,2026-02-04 14:18:49.396747,7,441,42,16,8,3,0.76561920657728,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,48.02857142857143,中价值用户,中价值补贴策略,6.8233049473091,会员
4786,36,男,Android,三线,应用商店,"都市,职场",低,2026-02-03 14:18:49.396760,5,465,45,7,2,5,0.6406811462287303,0,0,,1,1,0,金币,643,0.312,0,0,金币,会员,43.95714285714292,中价值用户,中价值补贴策略,6.244886770633588,会员
4787,22,女,iOS,三线,应用商店,"都市,军事,历史",高,2026-01-29 14:18:49.396773,7,812,28,10,6,1,0.729845428273888,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,326.8857142857143,高价值用户,高价值补贴策略,46.439876205927064,会员
4788,49,男,Android,四线及以下,广告投放,言情,高,2026-01-29 14:18:49.396786,3,147,21,14,9,1,0.6007830429557544,0,0,,0,0,0,会员,2,0.728,0,0,金币,会员,45.74285714285714,中价值用户,中价值补贴策略,6.498578953386001,会员
4789,49,女,Android,二线,应用商店,"军事,言情,科幻",中,2026-02-02 14:18:49.396799,0,0,0,5,5,0,0.6138042557441848,0,0,,1,0,0,内容解锁,1,0.27999999999999997,0,0,金币,金币,18.164285714285715,低价值用户,低价值补贴策略,2.5805568829576204,金币
4790,40,女,iOS,三线,自然搜索,"都市,军事",高,2026-01-30 14:18:49.396812,2,236,4,5,5,2,0.5108506899022208,0,0,,0,0,0,会员,6,0.5599999999999999,0,0,金币,会员,44.0428571428572,中价值用户,中价值补贴策略,6.257063995405705,会员
4791,33,女,Android,二线,广告投放,"科幻,职场,玄幻",低,2026-01-31 14:18:49.396824,3,327,12,20,9,4,0.10054594361556796,0,0,,1,0,0,会员,4,0.312,0,0,金币,会员,54.735714285714266,高价值用户,高价值补贴策略,7.776172785727186,会员
4792,23,男,iOS,三线,自然搜索,"玄幻,科幻",高,2026-02-03 14:18:49.396837,6,612,24,20,7,3,0.4544653463884616,0,0,,1,0,0,金币,548,1.0919999999999999,0,0,金币,会员,96.22857142857141,高价值用户,高价值补贴策略,13.670964344162428,会员
4793,50,女,Android,一线,自然搜索,"悬疑,科幻",高,2026-01-30 14:18:49.396850,0,0,0,17,2,0,0.535049366448407,0,0,,1,1,1,会员,5,0.39199999999999996,0,0,金币,金币,58.58571428571428,高价值用户,高价值补贴策略,8.323133131741407,金币
4794,31,男,Android,四线及以下,自然搜索,玄幻,高,2026-01-29 14:18:49.396863,3,237,18,3,0,4,0.1318417240571796,0,0,,0,0,0,金币,728,0.728,0,0,金币,会员,50.41428571428567,高价值用户,高价值补贴策略,7.162237703466325,会员
4795,50,男,Android,三线,广告投放,"言情,玄幻",中,2026-02-01 14:18:49.396876,0,0,0,11,4,1,0.28031134189362633,0,0,,1,1,0,内容解锁,5,0.27999999999999997,0,0,金币,会员,30.05,中价值用户,中价值补贴策略,4.26913205135773,会员
4796,47,女,Android,二线,自然搜索,玄幻,低,2026-01-30 14:18:49.396889,3,318,24,11,4,2,0.5872589275758716,0,0,,0,0,0,金币,662,0.312,0,0,金币,会员,25.14285714285712,中价值用户,中价值补贴策略,3.571985933154076,会员
4797,25,男,Android,四线及以下,广告投放,言情,中,2026-01-30 14:18:49.396902,7,504,14,14,6,4,0.7492954789763252,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,86.0,高价值用户,高价值补贴策略,12.217815521356565,会员
4798,19,男,Android,四线及以下,应用商店,"历史,职场,悬疑",高,2026-01-30 14:18:49.396915,1,72,4,2,0,0,0.3191295192093381,0,0,,1,0,0,金币,723,0.84,0,0,金币,会员,38.56428571428567,中价值用户,中价值补贴策略,5.478736378721264,会员
4799,49,男,Android,一线,自然搜索,"军事,职场",中,2026-02-02 14:18:49.396928,1,56,9,19,6,1,0.5967213557685396,0,0,,1,1,0,内容解锁,4,0.4,0,0,金币,金币,32.114285714285735,中价值用户,中价值补贴策略,4.562400214619531,金币
4800,36,男,iOS,一线,自然搜索,"言情,科幻",低,2026-01-30 14:18:49.396941,3,240,9,8,10,0,0.7258106371045784,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,25.29285714285712,中价值用户,中价值补贴策略,3.593296076505279,会员
4801,28,男,Android,三线,社交分享,"都市,言情,科幻",高,2026-01-30 14:18:49.396954,3,348,21,15,0,1,0.5589637824000597,0,0,,1,1,0,会员,6,1.0919999999999999,0,0,金币,会员,45.56428571428572,中价值用户,中价值补贴策略,6.47320973511076,会员
4802,37,男,iOS,四线及以下,应用商店,"历史,科幻",中,2026-01-29 14:18:49.396967,7,427,42,9,3,1,0.28040683322321847,0,0,,1,0,0,金币,333,0.52,0,0,金币,会员,93.62142857142857,高价值用户,高价值补贴策略,13.300573757343896,会员
4803,45,女,iOS,三线,广告投放,"言情,悬疑",中,2026-02-01 14:18:49.396980,7,182,63,5,6,1,0.32405748944651214,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,60.31428571428572,高价值用户,高价值补贴策略,8.568707164645751,会员
4804,26,女,iOS,二线,应用商店,"玄幻,都市,悬疑",中,2026-02-03 14:18:49.396993,1,54,5,14,8,4,0.519891918130884,0,0,,0,0,0,会员,4,0.6,0,0,金币,会员,34.10714285714287,中价值用户,中价值补贴策略,4.845520690571231,会员
4805,47,女,Android,二线,社交分享,"职场,都市,玄幻",中,2026-02-02 14:18:49.397006,0,0,0,1,9,4,0.6181329553635808,0,0,,0,0,0,无,0,1.0,0,0,金币,金币,16.65,低价值用户,低价值补贴策略,2.3654259119835674,金币
4806,33,女,Android,四线及以下,应用商店,玄幻,低,2026-01-29 14:18:49.397018,1,60,7,4,3,3,0.5719721612804903,0,0,,1,0,0,金币,328,0.24,0,0,金币,金币,14.285714285714272,低价值用户,低价值补贴策略,2.0295374620193614,金币
4807,18,男,iOS,三线,广告投放,"军事,言情",高,2026-02-04 14:18:49.397031,1,40,5,15,3,4,0.42618924936272395,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,31.342857142857138,中价值用户,中价值补贴策略,4.452805191670482,会员
4808,24,男,Android,二线,社交分享,"职场,言情",中,2026-02-03 14:18:49.397044,4,48,16,10,0,4,0.576476418651736,0,0,,0,0,0,内容解锁,4,0.78,0,0,金币,金币,44.200000000000024,中价值用户,中价值补贴策略,6.279388907487912,金币
4809,42,女,iOS,三线,广告投放,科幻,低,2026-01-29 14:18:49.397057,4,176,32,11,4,1,0.26678790196447777,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,27.142857142857178,中价值用户,中价值补贴策略,3.8561211778367945,会员
4810,42,女,Android,二线,社交分享,"玄幻,悬疑",低,2026-01-31 14:18:49.397070,1,97,9,5,10,0,0.3488724624112705,0,0,,1,0,0,会员,6,0.24,0,0,金币,会员,14.285714285714272,低价值用户,低价值补贴策略,2.0295374620193614,会员
4811,24,男,iOS,三线,自然搜索,"历史,悬疑",低,2026-02-04 14:18:49.397083,4,220,12,6,9,5,0.7524973654890126,0,0,,1,0,0,内容解锁,3,0.46799999999999997,0,0,金币,会员,43.428571428571495,中价值用户,中价值补贴策略,6.169793884538874,会员
4812,41,女,iOS,四线及以下,自然搜索,"职场,言情",低,2026-02-01 14:18:49.397096,0,0,0,12,2,0,0.44125469871646006,0,0,,0,0,0,会员,3,0.16799999999999998,0,0,金币,会员,10.0,低价值用户,低价值补贴策略,1.4206762234135542,会员
4813,37,男,iOS,三线,应用商店,都市,低,2026-02-04 14:18:49.397109,1,75,2,2,1,1,0.5786098166415004,0,0,,1,1,1,金币,494,0.24,0,0,金币,金币,18.571428571428545,低价值用户,低价值补贴策略,2.638398700625168,金币
4814,42,男,Android,一线,自然搜索,"玄幻,军事",高,2026-02-02 14:18:49.397122,5,210,10,8,8,2,0.14686679986359577,1,21,2026-02-04 20:18:49.397122,1,0,0,金币,836,0.728,0,1,金币,会员,490.2857142857146,高价值用户,高价值补贴策略,69.6537256965046,会员
4815,27,女,iOS,一线,应用商店,"悬疑,职场",低,2026-01-29 14:18:49.397136,0,0,0,0,7,3,0.6422105359491531,0,0,,1,1,0,会员,6,0.252,0,0,金币,金币,10.0,低价值用户,低价值补贴策略,1.4206762234135542,金币
4816,38,男,iOS,二线,广告投放,"军事,科幻",中,2026-01-30 14:18:49.397150,1,18,6,19,0,1,0.5613818539915022,0,0,,0,0,0,金币,988,0.4,0,0,金币,会员,47.88571428571433,中价值用户,中价值补贴策略,6.803009572688912,会员
4817,25,男,iOS,四线及以下,广告投放,"军事,悬疑,职场",中,2026-02-04 14:18:49.397163,3,315,27,0,8,4,0.7724715173480282,0,0,,1,1,0,会员,2,0.78,0,0,金币,会员,53.02857142857143,高价值用户,高价值补贴策略,7.533643059015875,会员
4818,30,女,iOS,三线,社交分享,"科幻,军事",低,2026-02-01 14:18:49.397176,5,440,10,9,3,2,0.542774051596099,0,0,,1,0,0,会员,6,0.312,0,0,金币,会员,31.385714285714304,中价值用户,中价值补贴策略,4.458893804056543,会员
4819,40,男,Android,四线及以下,自然搜索,"玄幻,历史,职场",高,2026-02-02 14:18:49.397189,1,110,5,16,10,1,0.515139159372746,0,0,,0,0,0,内容解锁,1,0.5599999999999999,0,0,金币,会员,36.43571428571427,中价值用户,中价值补贴策略,5.176335296880383,会员
4820,31,女,iOS,一线,自然搜索,"历史,军事,都市",低,2026-01-29 14:18:49.397203,2,98,18,20,3,4,0.7909525013634191,0,0,,1,0,0,会员,6,0.24,0,0,金币,会员,20.742857142857176,中价值用户,中价值补贴策略,2.94688839485212,会员
4821,34,女,Android,三线,广告投放,"科幻,职场,玄幻",中,2026-02-02 14:18:49.397216,4,88,28,7,6,4,0.5793471344971219,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,44.785714285714306,中价值用户,中价值补贴策略,6.3625999434307055,会员
4822,37,男,Android,二线,社交分享,"玄幻,都市",中,2026-01-30 14:18:49.397229,2,172,6,5,6,2,0.6939576561436723,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,36.19285714285709,中价值用户,中价值补贴策略,5.1418331600260485,会员
4823,29,男,Android,一线,自然搜索,"玄幻,言情,都市",高,2026-02-03 14:18:49.397242,1,49,9,14,3,3,0.4043460040881822,1,78,2026-02-08 08:18:49.397242,1,0,0,会员,7,0.84,0,1,金币,金币,46.92142857142851,中价值用户,中价值补贴策略,6.666015794002589,金币
4824,33,男,iOS,二线,应用商店,"悬疑,都市",高,2026-02-04 14:18:49.397256,1,74,1,12,4,2,0.6067542960318479,0,0,,1,1,0,会员,6,0.5599999999999999,0,0,金币,金币,37.064285714285674,中价值用户,中价值补贴策略,5.265634945209231,金币
4825,28,女,Android,一线,应用商店,"科幻,玄幻,言情",低,2026-02-04 14:18:49.397269,5,435,50,2,10,4,0.7616111247116144,0,0,,0,0,0,内容解锁,2,0.46799999999999997,0,0,金币,会员,59.54285714285718,高价值用户,高价值补贴策略,8.45911214169671,会员
4826,42,男,iOS,二线,自然搜索,"言情,职场,悬疑",低,2026-02-04 14:18:49.397282,0,0,0,20,5,5,0.47986657801504695,0,0,,0,0,0,会员,5,0.16799999999999998,0,0,金币,会员,23.0,中价值用户,中价值补贴策略,3.2675553138511746,会员
4827,43,男,iOS,二线,广告投放,职场,低,2026-01-31 14:18:49.397295,7,448,63,14,7,0,0.3949280311880873,0,0,,0,0,0,金币,819,0.312,0,0,金币,会员,67.30714285714285,高价值用户,高价值补贴策略,9.562165752304228,会员
4828,34,男,iOS,四线及以下,社交分享,玄幻,中,2026-02-04 14:18:49.397308,0,0,0,1,2,1,0.3167391003482825,0,0,,1,0,0,内容解锁,5,0.27999999999999997,0,0,金币,金币,18.0,低价值用户,低价值补贴策略,2.5572172021443973,金币
4829,22,女,Android,一线,应用商店,科幻,中,2026-02-03 14:18:49.397321,6,66,24,9,8,2,0.4483057084308266,0,0,,0,0,0,会员,6,0.78,0,0,金币,金币,68.36428571428566,高价值用户,高价值补贴策略,9.712351524493654,金币
4830,50,男,iOS,一线,广告投放,历史,高,2026-01-30 14:18:49.397334,4,40,20,1,1,0,0.12851422112082853,0,0,,1,1,0,金币,237,0.728,0,0,金币,金币,142.14285714285705,高价值用户,高价值补贴策略,20.19389774709265,金币
4831,21,女,iOS,二线,广告投放,"科幻,职场,玄幻",中,2026-02-03 14:18:49.397347,4,204,4,1,1,3,0.7382773770346989,0,0,,1,0,0,会员,5,0.78,0,0,金币,会员,63.678571428571274,高价值用户,高价值补贴策略,9.046663236951288,会员
